unique_id,dest_new_acc_balance,dest_old_acc_balance,latitude,longitude,orig_new_acc_balance,orig_old_acc_balance,sar_fraud,total_hrs_from_first_trans,transacted_amount,transaction_type
656fe81f-fffb-4b61-8a8f-78105cc470cf,6931747.0,5854447.0,39.322879791259766,-76.72802734375,0.0,1132311.875,0,164.0,1132311.875,3
0a03cebe-988f-4ad5-b4cc-9407bbb6dcd1,5473739.5,9012.3896484375,42.308650970458984,-83.48216247558594,0.0,5464727.0,0,372.0,5464727.0,3
931ea77e-6be6-4540-82f5-b7d7efe39ab6,3301030.5,353246.53125,46.09273147583008,-88.64234924316406,0.0,2947783.75,0,72.0,2947783.75,3
ef5f4bdd-d673-4220-8303-7d9a5e9d9460,0.0,0.0,35.250640869140625,-91.73625183105469,0.0,148714.546875,0,699.0,148714.546875,4
1acb59aa-e1c2-42ab-8690-782e4de4b54f,819952.875,699541.0,42.1680793762207,-88.42813873291016,0.0,120411.8984375,0,509.0,120411.8984375,3
bafd5887-4281-491c-b648-2d59dfd23909,0.0,0.0,40.680660247802734,-73.47428894042969,0.0,321241.84375,0,237.0,321241.84375,4
d1ec9ea1-7ad9-4509-931c-8ecd5e2be984,10358.26953125,0.0,41.5034294128418,-74.01042175292969,0.0,10358.26953125,0,358.0,10358.26953125,3
7029d5bb-65be-4150-86db-b137275f8804,0.0,0.0,34.25627899169922,-78.04470825195312,0.0,62318.91015625,0,320.0,62318.91015625,4
46bce1e2-f7a2-4471-9908-ea1bf160af33,0.0,0.0,45.53929138183594,-122.3873062133789,0.0,269187.875,0,325.0,269187.875,4
584af4ea-1e3a-4a3a-8abc-9c0a9c990a5b,596470.4375,497573.375,36.06523132324219,-119.01676940917969,0.0,98897.0703125,0,279.0,98897.0703125,3
ed8f0d8d-dd51-45db-823c-ffdefe1a5b3b,0.0,0.0,31.124059677124023,-97.90308380126953,0.0,28399.720703125,0,680.0,28399.720703125,4
7c778e02-568a-41ff-91e7-5f4d9e7883e8,0.0,0.0,39.006221771240234,-77.42859649658203,0.0,72901.03125,0,445.0,72901.03125,4
c8c94d9d-4ba7-4f0e-a561-246112c7b474,716367.3125,482652.15625,33.544281005859375,-84.23381042480469,0.0,143332.0,0,229.0,143332.0,3
